t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
0,0.09916941,-1.74960145,1.401292527,0.74473494,2.34089483,-1.52169196,0.09572067,0.07935995,-0.0354701,0.00444533,0.2565906,0.06361358
0.008,0.09990152,-1.74899573,1.401021967,0.7447682,2.34285536,-1.52120659,0.08738387,0.07213756,-0.03220183,0.00387539,0.23375661,0.05778528
0.016,0.1005688,-1.74844616,1.400776797,0.74479704,2.34463838,-1.52076651,0.0795166,0.06532496,-0.02911951,0.00334028,0.21221269,0.05228777
0.024,0.10117503,-1.74794944,1.400555557,0.74482174,2.3462542,-1.5203691,0.07211887,0.05892215,-0.02622313,0.00284003,0.19195884,0.04712103
0.032,0.10172396,-1.74750231,1.400356737,0.74484257,2.34771316,-1.52001169,0.06519067,0.05292913,-0.02351268,0.00237462,0.17299507,0.04228508
0.04,0.10221934,-1.74710148,1.400178857,0.74485982,2.34902556,-1.51969166,0.058732,0.0473459,-0.02098818,0.00194405,0.15532136,0.03777991
0.048,0.10266492,-1.74674368,1.400020427,0.74487377,2.35020174,-1.51940633,0.05274287,0.04217247,-0.01864962,0.00154832,0.13893773,0.03360552
0.056,0.10306447,-1.74642563,1.399879967,0.74488469,2.35125201,-1.51915309,0.04722327,0.03740883,-0.01649699,0.00118744,0.12384418,0.02976191
0.064,0.10342175,-1.74614405,1.399755977,0.74489286,2.35218669,-1.51892926,0.04217321,0.03305497,-0.01453031,0.0008614,0.11004069,0.02624908
0.072,0.1037405,-1.74589566,1.399646987,0.74489857,2.3530161,-1.51873222,0.03759268,0.02911091,-0.01274957,0.00057021,0.09752728,0.02306704
0.08,0.10402448,-1.74567718,1.399551497,0.74490208,2.35375056,-1.51855931,0.03348169,0.02557665,-0.01115476,0.00031386,0.08630393,0.02021578
0.088,0.10427746,-1.74548534,1.399468017,0.74490368,2.3544004,-1.51840788,0.02984023,0.02245217,-0.0097459,0.00009236,0.07637066,0.0176953
0.096,0.10450318,-1.74531685,1.399395067,0.74490365,2.35497593,-1.5182753,0.0266683,0.01973748,-0.00852297,-0.0000943,0.06772747,0.0155056
0.104,0.1047054,-1.74516845,1.399331147,0.74490226,2.35548748,-1.51815891,0.02396591,0.01743259,-0.00748599,-0.00024612,0.06037434,0.01364668
0.112,0.10488788,-1.74503684,1.399274787,0.7448998,2.35594536,-1.51805607,0.02173305,0.01553749,-0.00663494,-0.00036309,0.05431129,0.01211855
0.12,0.10505438,-1.74491875,1.399224497,0.74489655,2.3563599,-1.51796413,0.01996973,0.01405218,-0.00596984,-0.00044522,0.04953831,0.0109212
0.128,0.10520865,-1.74481091,1.399178777,0.74489277,2.35674142,-1.51788045,0.01867594,0.01297666,-0.00549067,-0.00049251,0.0460554,0.01005463
0.136,0.10535445,-1.74471003,1.399136147,0.74488876,2.35710023,-1.51780238,0.01785168,0.01231093,-0.00519745,-0.00050495,0.04386256,0.00951884
0.144,0.10549553,-1.74461284,1.399095127,0.74488479,2.35744666,-1.51772727,0.01749696,0.012055,-0.00509016,-0.00048254,0.0429598,0.00931383
0.152,0.10563565,-1.74451606,1.399054207,0.74488113,2.35779103,-1.51765247,0.01761177,0.01220885,-0.00516882,-0.0004253,0.04334711,0.00943961
0.16,0.10577857,-1.74441641,1.399011927,0.74487808,2.35814365,-1.51757535,0.01819612,0.0127725,-0.00543341,-0.00033321,0.04502449,0.00989616
0.168,0.10592804,-1.74431061,1.398966777,0.74487589,2.35851486,-1.51749325,0.01925,0.01374594,-0.00588395,-0.00020627,0.04799194,0.0106835
0.176,0.10608782,-1.74419538,1.398917287,0.74487487,2.35891496,-1.51740353,0.02077341,0.01512917,-0.00652042,-0.00004449,0.05224947,0.01180162
0.184,0.10626167,-1.74406745,1.398861957,0.74487528,2.35935429,-1.51730354,0.02276636,0.0169222,-0.00734283,0.00015213,0.05779706,0.01325052
0.192,0.10645334,-1.74392353,1.398799307,0.74487739,2.35984316,-1.51719064,0.02522885,0.01912501,-0.00835119,0.0003836,0.06463473,0.01503021
0.2,0.10666658,-1.74376036,1.398727847,0.74488151,2.36039189,-1.51706218,0.02816086,0.02173762,-0.00954548,0.00064991,0.07276248,0.01714067
0.208,0.10690516,-1.74357464,1.398646077,0.74488789,2.3610108,-1.51691551,0.03156242,0.02476002,-0.01092572,0.00095106,0.08218029,0.01958192
0.216,0.10717283,-1.7433631,1.398552537,0.74489682,2.36171021,-1.51674799,0.0354335,0.02819221,-0.01249189,0.00128706,0.09288818,0.02235395
0.224,0.10747335,-1.74312247,1.398445717,0.74490857,2.36250045,-1.51655696,0.03977412,0.03203419,-0.014244,0.0016579,0.10488613,0.02545676
0.232,0.10781047,-1.74284946,1.398324137,0.74492343,2.36339183,-1.5163398,0.04458428,0.03628596,-0.01618206,0.00206359,0.11817417,0.02889036
0.24,0.10818795,-1.7425408,1.398186307,0.74494168,2.36439467,-1.51609384,0.04986396,0.04094753,-0.01830605,0.00250412,0.13275227,0.03265473
0.248,0.10860955,-1.74219321,1.398030747,0.74496359,2.36551931,-1.51581644,0.05561319,0.04601888,-0.02061598,0.00297949,0.14862044,0.03674989
0.256,0.10907901,-1.74180341,1.397855957,0.74498945,2.36677604,-1.51550496,0.06183194,0.05150003,-0.02311185,0.00348971,0.16577869,0.04117583
0.264,0.10960011,-1.74136812,1.397660457,0.74501952,2.3681752,-1.51515674,0.06852023,0.05739097,-0.02579367,0.00403477,0.18422701,0.04593255
0.272,0.11017659,-1.74088406,1.397442757,0.7450541,2.36972711,-1.51476915,0.07567806,0.0636917,-0.02866142,0.00461468,0.2039654,0.05102005
0.28,0.11081221,-1.74034796,1.397201377,0.74509345,2.37144209,-1.51433954,0.08330542,0.07040222,-0.03171511,0.00522943,0.22499387,0.05643834
0.288,0.11151073,-1.73975653,1.396934827,0.74513786,2.37333046,-1.51386526,0.09140231,0.07752254,-0.03495474,0.00587903,0.2473124,0.06218741
0.296,0.1122759,-1.7391065,1.396641607,0.74518761,2.37540253,-1.51334366,0.09996874,0.08505265,-0.03838032,0.00656346,0.27092101,0.06826725
0.304,0.11311148,-1.7383946,1.396320247,0.74524297,2.37766863,-1.5127721,0.1090047,0.09299254,-0.04199183,0.00728275,0.29581969,0.07467788
0.312,0.11402022,-1.7376183,1.395969577,0.74530425,2.38013647,-1.51214853,0.11809485,0.1010257,-0.04565295,0.00804875,0.32093183,0.08117324
0.32,0.11499958,-1.73677913,1.395590177,0.74537192,2.38280005,-1.51147403,0.12665536,0.10870718,-0.04917206,0.00887818,0.34474401,0.08740744
0.328,0.11604528,-1.73587993,1.395183207,0.74544647,2.38564888,-1.51075071,0.13468215,0.11603386,-0.05254782,0.00977114,0.36724569,0.09337808
0.336,0.11715307,-1.73492353,1.394749797,0.74552843,2.38867249,-1.50998068,0.14217523,0.12300576,-0.05578023,0.01072764,0.38843687,0.09908515
0.344,0.11831866,-1.73391278,1.394291097,0.74561828,2.39186038,-1.50916605,0.14913459,0.12962288,-0.05886928,0.01174767,0.40831755,0.10452865
0.352,0.1195378,-1.73285051,1.393808267,0.74571656,2.39520207,-1.50830893,0.15556024,0.13588521,-0.06181498,0.01283124,0.42688774,0.10970859
0.36,0.1208062,-1.73173957,1.393302447,0.74582375,2.39868709,-1.50741142,0.16145216,0.14179275,-0.06461733,0.01397835,0.44414742,0.11462497
0.368,0.12211961,-1.73058278,1.392774777,0.74594038,2.40230494,-1.50647563,0.16681037,0.1473455,-0.06727633,0.015189,0.4600966,0.11927778
0.376,0.12347375,-1.72938298,1.392226407,0.74606695,2.40604514,-1.50550368,0.17163487,0.15254347,-0.06979198,0.01646318,0.47473529,0.12366702
0.384,0.12486434,-1.72814303,1.391658487,0.74620396,2.40989721,-1.50449766,0.17592565,0.15738665,-0.07216427,0.0178009,0.48806347,0.1277927
0.392,0.12628713,-1.72686574,1.391072157,0.74635193,2.41385066,-1.5034597,0.17968271,0.16187504,-0.07439321,0.01920216,0.50008116,0.13165481
0.4,0.12773784,-1.72555397,1.390468577,0.74651137,2.41789501,-1.50239189,0.18290606,0.16600865,-0.0764788,0.02066695,0.51078834,0.13525336
0.408,0.12921221,-1.72421055,1.389848877,0.74668277,2.42201978,-1.50129634,0.18559569,0.16978747,-0.07842104,0.02219528,0.52018503,0.13858834
0.416,0.13070595,-1.72283832,1.389214217,0.74686666,2.42621448,-1.50017518,0.1877516,0.17321151,-0.08021992,0.02378715,0.52827122,0.14165976
0.424,0.13221481,-1.72144011,1.388565747,0.74706354,2.43046862,-1.49903049,0.1893738,0.17628076,-0.08187545,0.02544255,0.5350469,0.14446761
0.432,0.13373451,-1.72001877,1.387904597,0.74727391,2.43477173,-1.4978644,0.19046228,0.17899522,-0.08338763,0.02716149,0.54051209,0.14701189
0.44,0.13526078,-1.71857714,1.387231927,0.74749829,2.43911332,-1.496679,0.19101705,0.18135489,-0.08475646,0.02894396,0.54466678,0.14929261
0.448,0.13678936,-1.71711804,1.386548877,0.74773718,2.44348291,-1.49547642,0.19103809,0.18335978,-0.08598194,0.03078998,0.54751097,0.15130977
0.456,0.13831597,-1.71564433,1.385856597,0.7479911,2.44787,-1.49425875,0.19052543,0.18500988,-0.08706406,0.03269953,0.54904466,0.15306336
0.464,0.13983676,-1.71415857,1.385156137,0.74826051,2.45226511,-1.49302788,0.18965926,0.18641701,-0.08804589,0.03465831,0.54969601,0.15465011
0.472,0.14135038,-1.7126618,1.384447937,0.7485457,2.45666469,-1.49178436,0.1887368,0.18776557,-0.08899846,0.03664271,0.55017113,0.15622955
0.48,0.14285641,-1.71115447,1.383732237,0.74884686,2.46106741,-1.49052823,0.18776246,0.18905828,-0.0899228,0.0386524,0.55048047,0.15780404
0.488,0.14435444,-1.70963702,1.383009247,0.7491642,2.46547194,-1.48925951,0.18673621,0.19029514,-0.09081892,0.04068738,0.55062402,0.15937358
0.496,0.14584405,-1.7081099,1.382279207,0.74949793,2.46987695,-1.48797826,0.18565808,0.19147616,-0.09168681,0.04274763,0.55060179,0.16093816
0.504,0.14732483,-1.70657355,1.381542337,0.74984823,2.47428112,-1.48668451,0.18452805,0.19260133,-0.09252649,0.04483316,0.55041378,0.1624978
0.512,0.14879636,-1.70502842,1.380798857,0.75021533,2.47868313,-1.48537831,0.18334613,0.19367066,-0.09333794,0.04694398,0.55005999,0.16405248
0.52,0.15025823,-1.70347497,1.380048997,0.7505994,2.48308164,-1.48405969,0.18211232,0.19468414,-0.09412118,0.04908008,0.54954041,0.16560221
0.528,0.15171002,-1.70191363,1.379292997,0.75100067,2.48747533,-1.48272869,0.18082662,0.19564178,-0.09487619,0.05124145,0.54885505,0.16714699
0.536,0.15315132,-1.70034485,1.378531057,0.75141934,2.49186288,-1.48138535,0.17948902,0.19654357,-0.09560298,0.05342811,0.54800391,0.16868681
0.544,0.1545817,-1.69876908,1.377763417,0.75185559,2.49624295,-1.48002971,0.17809953,0.19738951,-0.09630155,0.05564006,0.54698698,0.17022169
0.552,0.15600077,-1.69718677,1.376990307,0.75230964,2.50061423,-1.47866182,0.17665814,0.19817961,-0.0969719,0.05787728,0.54580427,0.17175161
0.56,0.1574081,-1.69559835,1.376211947,0.7527817,2.50497538,-1.4772817,0.17516487,0.19891387,-0.09761402,0.06013978,0.54445578,0.17327658
0.568,0.15880327,-1.69400429,1.375428557,0.75327195,2.50932508,-1.4758894,0.1736197,0.19959228,-0.09822793,0.06242757,0.5429415,0.1747966
0.576,0.16018587,-1.69240503,1.374640377,0.7537806,2.513662,-1.47448497,0.17202264,0.20021484,-0.09881361,0.06474064,0.54126144,0.17631167
0.584,0.16155549,-1.690801,1.373847617,0.75430787,2.51798482,-1.47306843,0.17037368,0.20078156,-0.09937107,0.06707899,0.5394156,0.17782178
0.592,0.16291171,-1.68919267,1.373050507,0.75485394,2.52229221,-1.47163983,0.16867283,0.20129243,-0.09990031,0.06944262,0.53740398,0.17932695
0.6,0.16425412,-1.68758047,1.372249287,0.75541901,2.52658284,-1.47019921,0.16692009,0.20174746,-0.10040133,0.07183153,0.53522657,0.18082716
0.608,0.1655823,-1.68596486,1.371444167,0.75600331,2.53085539,-1.46874661,0.16511546,0.20214664,-0.10087413,0.07424572,0.53288338,0.18232242
0.616,0.16689569,-1.68434657,1.370635527,0.75660678,2.53510792,-1.46728242,0.16319614,0.20235482,-0.10124715,0.07657654,0.53009422,0.18365183
0.624,0.1681928,-1.6827284,1.369824857,0.75722774,2.53933424,-1.46580947,0.16104112,0.20211154,-0.1013825,0.07861459,0.52631918,0.18450533
0.632,0.16947171,-1.68111401,1.369014057,0.75786382,2.54352636,-1.46433162,0.15864737,0.20141027,-0.10127672,0.08035464,0.52154472,0.18487515
0.64,0.17073052,-1.67950706,1.368205067,0.75851262,2.54767629,-1.46285275,0.1560149,0.20025103,-0.10092982,0.08179668,0.51577084,0.18476129
0.648,0.17196731,-1.67791121,1.367399817,0.75917177,2.55177603,-1.46137673,0.15314369,0.1986338,-0.1003418,0.08294072,0.50899755,0.18416376
0.656,0.17318018,-1.67633014,1.366600247,0.75983888,2.55581759,-1.45990742,0.15003376,0.19655859,-0.09951265,0.08378675,0.50122484,0.18308255
0.664,0.17436722,-1.6747675,1.365808257,0.76051156,2.55979296,-1.4584487,0.1466851,0.1940254,-0.09844238,0.08433477,0.49245273,0.18151767
0.672,0.17552651,-1.67322695,1.365025807,0.76118744,2.56369417,-1.45700443,0.14309771,0.19103423,-0.09713098,0.08458478,0.48268119,0.17946911
0.68,0.17665615,-1.67171217,1.364254807,0.76186412,2.5675132,-1.45557848,0.13927159,0.18758508,-0.09557847,0.08453679,0.47191024,0.17693687
0.688,0.17775422,-1.67022681,1.363497197,0.76253923,2.57124206,-1.45417473,0.13520674,0.18367794,-0.09378482,0.08419079,0.46013988,0.17392096
0.696,0.17881882,-1.66877455,1.362754897,0.76321038,2.57487277,-1.45279704,0.13090316,0.17931282,-0.09175005,0.08354678,0.4473701,0.17042137
0.704,0.17984803,-1.66735903,1.362029837,0.76387519,2.57839732,-1.45144928,0.12636086,0.17448972,-0.08947416,0.08260477,0.43360091,0.1664381
0.712,0.18083995,-1.66598393,1.361323947,0.76453126,2.58180772,-1.45013532,0.12157982,0.16920864,-0.08695715,0.08136475,0.4188323,0.16197115
0.72,0.18179267,-1.66465291,1.360639167,0.76517623,2.58509597,-1.44885903,0.11656006,0.16346957,-0.08419901,0.07982672,0.40306428,0.15702053
0.728,0.18270428,-1.66336964,1.359977407,0.76580769,2.58825408,-1.44762428,0.11130157,0.15727253,-0.08119974,0.07799069,0.38629685,0.15158624
0.736,0.18357286,-1.66213777,1.359340617,0.76642328,2.59127406,-1.44643494,0.10580435,0.1506175,-0.07795935,0.07585665,0.36853,0.14566826
0.744,0.18439651,-1.66096098,1.358730707,0.76702061,2.5941479,-1.44529488,0.1000684,0.14350449,-0.07447784,0.0734246,0.34976373,0.13926661
0.752,0.18517332,-1.65984292,1.358149607,0.76759728,2.59686761,-1.44420796,0.09409372,0.13593349,-0.0707552,0.07069455,0.32999805,0.13238129
0.76,0.18590137,-1.65878727,1.357599267,0.76815092,2.5994252,-1.44317807,0.08788032,0.12790452,-0.06679144,0.06766649,0.30923296,0.12501228
0.768,0.18657914,-1.6577971,1.357081297,0.76867944,2.60181404,-1.4422085,0.08160834,0.1196941,-0.06272672,0.06447957,0.28813037,0.11743142
0.776,0.18720806,-1.65687094,1.356595037,0.76918303,2.60403847,-1.44129805,0.07568259,0.11192357,-0.05887596,0.06144645,0.26817746,0.11024942
0.784,0.18779102,-1.65600509,1.356138687,0.76966302,2.6061081,-1.44044338,0.07011827,0.10461628,-0.055251,0.05857887,0.24943013,0.10348924
0.792,0.18833092,-1.65519584,1.355710427,0.77012074,2.60803257,-1.4396411,0.06491537,0.09777222,-0.05185183,0.05587683,0.23188838,0.09715087
0.8,0.18883063,-1.6544395,1.355308447,0.77055749,2.60982153,-1.43888784,0.06007391,0.0913914,-0.04867846,0.05334034,0.2155522,0.09123431
0.808,0.18929306,-1.65373235,1.354930967,0.77097462,2.61148462,-1.43818023,0.05559388,0.08547382,-0.04573088,0.05096939,0.2004216,0.08573956
0.816,0.1897211,-1.65307068,1.354576157,0.77137345,2.61303149,-1.43751488,0.05147528,0.08001947,-0.0430091,0.04876397,0.18649657,0.08066663
0.824,0.19011763,-1.6524508,1.354242217,0.77175529,2.61447178,-1.43688844,0.04771811,0.07502836,-0.04051311,0.04672411,0.17377712,0.07601551
0.832,0.19048555,-1.65186899,1.353927347,0.77212147,2.61581513,-1.43629751,0.04432238,0.07050049,-0.03824292,0.04484978,0.16226325,0.07178621
0.84,0.19082775,-1.65132156,1.353629727,0.77247333,2.6170712,-1.43573873,0.04128807,0.06643585,-0.03619852,0.043141,0.15195495,0.06797872
0.848,0.19114713,-1.65080478,1.353347567,0.77281217,2.61824963,-1.43520873,0.03861519,0.06283444,-0.03437992,0.04159775,0.14285222,0.06459304
0.856,0.19144656,-1.65031497,1.353079047,0.77313933,2.61936005,-1.43470412,0.03630375,0.05969628,-0.03278712,0.04022006,0.13495507,0.06162918
0.864,0.19172895,-1.64984841,1.352822367,0.77345613,2.62041212,-1.43422153,0.03435373,0.05702135,-0.0314201,0.0390079,0.1282635,0.05908713
0.872,0.19199718,-1.64940139,1.352575727,0.7737639,2.62141548,-1.4337576,0.03276515,0.05480966,-0.03027889,0.03796128,0.1227775,0.05696689
0.88,0.19225416,-1.64897022,1.352337307,0.77406395,2.62237978,-1.43330894,0.03153799,0.0530612,-0.02936347,0.03708021,0.11849708,0.05526846
0.888,0.19250276,-1.64855118,1.352105307,0.77435762,2.62331465,-1.43287218,0.03067227,0.05177598,-0.02867385,0.03636468,0.11542223,0.05399185
0.896,0.19274588,-1.64814057,1.351877917,0.77464623,2.62422975,-1.43244394,0.03016798,0.05095399,-0.02821002,0.03581469,0.11355296,0.05313706
0.904,0.19298641,-1.64773468,1.351653347,0.7749311,2.62513472,-1.43202086,0.03002512,0.05059525,-0.02797198,0.03543025,0.11288926,0.05270407
0.912,0.19322724,-1.64732981,1.351429767,0.77521356,2.62603919,-1.43159955,0.03024369,0.05069973,-0.02795974,0.03521134,0.11343114,0.0526929
0.92,0.19347116,-1.64692233,1.351205407,0.77549498,2.62695253,-1.43117667,0.03076478,0.05122722,-0.02816008,0.0351896,0.11502394,0.05309314
0.928,0.19371986,-1.64650934,1.350978737,0.77577734,2.62788126,-1.43074904,0.03143418,0.05207238,-0.02853837,0.03544777,0.11726277,0.05387755
0.936,0.19397448,-1.64608834,1.350748327,0.77606291,2.6288304,-1.43031361,0.03224381,0.05322968,-0.02909281,0.03599018,0.12012645,0.05504471
0.944,0.19423613,-1.64565683,1.350512777,0.77635395,2.62980495,-1.42986731,0.03319368,0.05469913,-0.0298234,0.03681685,0.12361497,0.05659462
0.952,0.19450595,-1.64521232,1.350270687,0.77665273,2.6308099,-1.42940707,0.03428378,0.05648074,-0.03073014,0.03792776,0.12772833,0.05852727
0.96,0.19478505,-1.6447523,1.350020627,0.77696155,2.63185027,-1.42892985,0.03551411,0.05857449,-0.03181302,0.03932293,0.13246653,0.06084267
0.968,0.19507455,-1.64427429,1.349761207,0.77728266,2.63293103,-1.42843257,0.03688468,0.06098039,-0.03307205,0.04100234,0.13782957,0.06354082
0.976,0.19537558,-1.64377579,1.349491007,0.77761834,2.63405721,-1.42791218,0.03839548,0.06369845,-0.03450722,0.042966,0.14381745,0.06662172
0.984,0.19568925,-1.64325429,1.349208617,0.77797087,2.63523378,-1.4273656,0.04004652,0.06672865,-0.03611854,0.04521392,0.15043017,0.07008536
0.992,0.19601669,-1.64270729,1.348912637,0.77834252,2.63646575,-1.42678979,0.04183778,0.07007101,-0.03790601,0.04774608,0.15766774,0.07393175
1,0.19635903,-1.64213232,1.348601657,0.77873557,2.63775813,-1.42618167,0.04376928,0.07372551,-0.03986963,0.05056249,0.16553014,0.07816089
1.008,0.19671738,-1.64152685,1.348274257,0.77915228,2.6391159,-1.42553819,0.04584102,0.07769217,-0.04200939,0.05366314,0.17401739,0.08277278
1.016,0.19709286,-1.64088841,1.347929037,0.77959494,2.64054407,-1.42485629,0.04805299,0.08197097,-0.0443253,0.05704805,0.18312948,0.08776741
1.024,0.1974866,-1.64021449,1.347564577,0.78006581,2.64204764,-1.4241329,0.05040519,0.08656193,-0.04681736,0.06071721,0.1928664,0.09314479
1.032,0.19789972,-1.63950259,1.347179487,0.78056717,2.6436316,-1.42336495,0.05289762,0.09146504,-0.04948556,0.06467061,0.20322817,0.09890492
1.04,0.19833334,-1.63875021,1.346772347,0.7811013,2.64530096,-1.4225494,0.05553029,0.09668029,-0.05232991,0.06890827,0.21421478,0.10504779
1.048,0.19878858,-1.63795487,1.346341737,0.78167046,2.64706071,-1.42168317,0.0583032,0.1022077,-0.05535041,0.07343017,0.22582623,0.11157342
1.056,0.19926656,-1.63711406,1.345886267,0.78227694,2.64891584,-1.4207632,0.06121633,0.10804725,-0.05854705,0.07823632,0.23806253,0.11848179
1.064,0.19976841,-1.63622528,1.345404517,0.782923,2.65087137,-1.41978644,0.0642697,0.11419896,-0.06191984,0.08332672,0.25092366,0.1257729
1.072,0.20029511,-1.63528629,1.344895217,0.78361076,2.65293173,-1.41875007,0.06738484,0.12052579,-0.06539238,0.08861086,0.26410383,0.13330541
1.08,0.20084606,-1.63429757,1.344358627,0.78434052,2.65509528,-1.41765411,0.07032218,0.12660935,-0.06873139,0.09381238,0.27666937,0.14064771
1.088,0.20141974,-1.63326127,1.343795917,0.78511148,2.65735663,-1.4165003,0.0730651,0.13242061,-0.0719207,0.0989121,0.28855547,0.14776986
1.096,0.20201459,-1.63217957,1.343208287,0.78592284,2.65971035,-1.41529038,0.0756136,0.13795958,-0.07496029,0.10391002,0.29976215,0.15467185
1.104,0.20262904,-1.63105464,1.342596947,0.78677377,2.66215101,-1.41402613,0.07796768,0.14322625,-0.07785016,0.10880614,0.31028939,0.16135369
1.112,0.20326155,-1.62988867,1.341963087,0.78766347,2.66467317,-1.41270931,0.08012734,0.14822062,-0.08059033,0.11360046,0.3201372,0.16781537
1.12,0.20391056,-1.62868384,1.341307907,0.78859111,2.66727139,-1.41134167,0.08209257,0.15294269,-0.08318078,0.11829299,0.32930558,0.1740569
1.128,0.20457451,-1.62744232,1.340632597,0.78955588,2.66994025,-1.40992499,0.08386339,0.15739246,-0.08562152,0.12288372,0.33779452,0.18007827
1.136,0.20525186,-1.62616628,1.339938357,0.79055698,2.6726743,-1.40846101,0.08543978,0.16156994,-0.08791255,0.12737265,0.34560404,0.18587948
1.144,0.20594103,-1.62485792,1.339226397,0.79159357,2.6754681,-1.4069515,0.08682175,0.16547511,-0.09005387,0.13175978,0.35273412,0.19146054
1.152,0.20664049,-1.62351941,1.338497897,0.79266486,2.67831623,-1.40539823,0.0880093,0.16910799,-0.09204548,0.13604511,0.35918478,0.19682145
1.16,0.20734866,-1.62215292,1.337754067,0.79377002,2.68121325,-1.40380295,0.08900243,0.17246857,-0.09388737,0.14022864,0.364956,0.2019622
1.168,0.20806401,-1.62076064,1.336996097,0.79490825,2.68415371,-1.40216742,0.08980113,0.17555685,-0.09557955,0.14431038,0.37004778,0.20688279
1.176,0.20878496,-1.61934474,1.336225187,0.79607872,2.6871322,-1.40049341,0.09040542,0.17837283,-0.09712202,0.14829031,0.37446014,0.21158323
1.184,0.20950997,-1.6179074,1.335442547,0.79728062,2.69014326,-1.39878267,0.09081528,0.18091652,-0.09851478,0.15216845,0.37819307,0.21606351
1.192,0.21023749,-1.6164508,1.334649357,0.79851314,2.69318148,-1.39703698,0.09103072,0.1831879,-0.09975783,0.15594479,0.38124656,0.22032364
1.2,0.21096595,-1.61497712,1.333846817,0.79977547,2.6962414,-1.39525808,0.09105174,0.18518699,-0.10085116,0.15961933,0.38362062,0.22436361
1.208,0.2116938,-1.61348853,1.333036137,0.80106678,2.69931759,-1.39344775,0.09087834,0.18691378,-0.10179478,0.16319208,0.38531525,0.22818343
1.216,0.21241948,-1.61198722,1.332218497,0.80238627,2.70240463,-1.39160774,0.09051051,0.18836827,-0.10258869,0.16666302,0.38633045,0.23178309
1.224,0.21314151,-1.61047529,1.331395077,0.80373317,2.70549727,-1.38973971,0.0899838,0.18959852,-0.10325682,0.17006221,0.38678425,0.23521663
1.232,0.21385916,-1.60895376,1.330566487,0.80510738,2.70859287,-1.38784417,0.08942502,0.19077609,-0.1038846,0.1734969,0.38709799,0.23867693
1.24,0.21457225,-1.60742297,1.329733007,0.80650924,2.71169056,-1.38592077,0.08884545,0.1919162,-0.10447962,0.17697662,0.38730909,0.24218111
1.248,0.21528063,-1.6058832,1.328894897,0.80793912,2.71478954,-1.38396915,0.08824509,0.19301887,-0.10504188,0.18050135,0.38741755,0.24572919
1.256,0.21598412,-1.60433477,1.328052427,0.80939738,2.71788897,-1.38198898,0.08762393,0.1940841,-0.10557138,0.18407111,0.38742337,0.24932115
1.264,0.21668256,-1.60277796,1.327205847,0.81088438,2.72098804,-1.3799799,0.08698197,0.19511187,-0.10606812,0.1876859,0.38732655,0.252957
1.272,0.21737577,-1.60121308,1.326355427,0.81240048,2.72408592,-1.37794155,0.08631922,0.1961022,-0.10653209,0.1913457,0.3871271,0.25663673
1.28,0.21806361,-1.59964042,1.325501417,0.81394603,2.7271818,-1.37587359,0.08563567,0.19705508,-0.1069633,0.19505054,0.386825,0.26036036
1.288,0.21874589,-1.59806029,1.324644097,0.8155214,2.73027485,-1.37377567,0.08493133,0.19797051,-0.10736176,0.19880039,0.38642027,0.26412788
1.296,0.21942245,-1.59647299,1.323783717,0.81712696,2.73336425,-1.37164743,0.0842062,0.19884849,-0.10772745,0.20259527,0.3859129,0.26793928
1.304,0.22009313,-1.59487882,1.322920547,0.81876305,2.73644918,-1.36948852,0.08346026,0.19968903,-0.10806038,0.20643517,0.38530289,0.27179458
1.312,0.22075776,-1.59327807,1.322054837,0.82043004,2.73952882,-1.3672986,0.08269354,0.20049211,-0.10836054,0.2103201,0.38459025,0.27569376
1.32,0.22141618,-1.59167104,1.321186867,0.82212829,2.74260235,-1.36507731,0.08190602,0.20125775,-0.10862795,0.21425005,0.38377496,0.27963683
1.328,0.2220682,-1.59005804,1.320316877,0.82385816,2.74566895,-1.36282429,0.0810977,0.20198595,-0.1088626,0.21822502,0.38285704,0.28362379
1.336,0.22271368,-1.58843937,1.319445147,0.82562001,2.74872779,-1.36053921,0.08026859,0.20267669,-0.10906448,0.22224502,0.38183648,0.28765464
1.344,0.22335245,-1.58681532,1.318571937,0.8274142,2.75177806,-1.3582217,0.07941868,0.20332999,-0.10923361,0.22631004,0.38071328,0.29172937
1.352,0.22398433,-1.58518619,1.317697497,0.82924109,2.75481893,-1.35587142,0.07854798,0.20394584,-0.10936997,0.23042009,0.37948744,0.295848
1.36,0.22460916,-1.58355228,1.316822107,0.83110104,2.75784958,-1.35348802,0.07765649,0.20452424,-0.10947357,0.23457516,0.37815897,0.30001051
1.368,0.22522677,-1.5819139,1.315946007,0.83299441,2.7608692,-1.35107114,0.07674419,0.20506519,-0.10954441,0.23877525,0.37672785,0.30421691
1.376,0.22583699,-1.58027143,1.315069527,0.83492139,2.76387683,-1.34862064,0.07580087,0.20550982,-0.10955569,0.24290681,0.37511305,0.30833233
1.384,0.22643938,-1.5786267,1.314193597,0.83687939,2.76686955,-1.34613967,0.07478362,0.20561144,-0.10939511,0.24649397,0.37297494,0.31179162
1.392,0.22703332,-1.57698264,1.313319697,0.8388637,2.76984293,-1.34363389,0.07368768,0.20534271,-0.10905024,0.249484,0.37027588,0.31453215
1.4,0.22761818,-1.57534221,1.312449287,0.84086954,2.77279247,-1.34110907,0.07251305,0.20470362,-0.10852106,0.25187689,0.36701588,0.31655392
