t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
25.36,0.07361298,-1.72495097,2.170184487,-1.919099227,2.26966378,1.47577824,-0.00542851,-0.04823504,0.01505313,0.12761569,-0.0131413,0.00939002
25.368,0.07356908,-1.72533356,2.170304177,-1.918086777,2.26955752,1.47585397,-0.00554377,-0.04742234,0.01487197,0.12552608,-0.01342023,0.00954153
25.376,0.0735243,-1.72570991,2.170422477,-1.917090357,2.26944913,1.47593086,-0.00564855,-0.04667535,0.01470372,0.12360628,-0.01367368,0.00967891
25.384,0.07347873,-1.72608054,2.170539477,-1.916108627,2.26933881,1.4760088,-0.00574286,-0.04599408,0.01454839,0.1218563,-0.01390162,0.00980216
25.392,0.07343245,-1.72644599,2.170655287,-1.915140207,2.26922677,1.47608766,-0.0058267,-0.04537851,0.01440598,0.12027613,-0.01410407,0.00991127
25.4,0.07338553,-1.72680677,2.170770007,-1.914183757,2.26911321,1.47616734,-0.00590007,-0.04482865,0.01427649,0.11886577,-0.01428103,0.01000626
25.408,0.07333807,-1.72716342,2.170883737,-1.913237897,2.26899834,1.47624772,-0.00596296,-0.04434451,0.01415991,0.11762523,-0.01443249,0.01008711
25.416,0.07329015,-1.72751646,2.170996597,-1.912301297,2.26888236,1.4763287,-0.00601539,-0.04392607,0.01405625,0.11655451,-0.01455845,0.01015383
25.424,0.07324186,-1.72786641,2.171108677,-1.911372577,2.26876547,1.47641015,-0.00605735,-0.04357335,0.0139655,0.1156536,-0.01465892,0.01020642
25.432,0.07319326,-1.72821381,2.171220077,-1.910450387,2.26864788,1.47649196,-0.00608883,-0.04328633,0.01388767,0.1149225,-0.01473389,0.01024488
25.44,0.07314446,-1.72855917,2.171330917,-1.909533367,2.2685298,1.47657403,-0.00610985,-0.04306502,0.01382276,0.11436122,-0.01478337,0.01026921
25.448,0.07309553,-1.72890302,2.171441277,-1.908620167,2.26841141,1.47665623,-0.0061216,-0.04290375,0.01376969,0.11395526,-0.01481031,0.01028111
25.456,0.07304652,-1.72924568,2.171551237,-1.907709937,2.26829284,1.47673852,-0.00613202,-0.04276556,0.01372146,0.11361019,-0.01483397,0.01029166
25.464,0.07299742,-1.72958731,2.171660827,-1.906802287,2.26817407,1.4768209,-0.00614251,-0.04264376,0.0136768,0.11330899,-0.01485783,0.01030288
25.472,0.07294824,-1.72992803,2.171770077,-1.905896877,2.26805511,1.47690337,-0.00615308,-0.04253837,0.01363571,0.11305166,-0.01488188,0.01031475
25.48,0.07289897,-1.73026797,2.171879007,-1.904993347,2.26793596,1.47698594,-0.00616373,-0.04244938,0.0135982,0.11283818,-0.01490613,0.01032728
25.488,0.07284962,-1.73060726,2.171987657,-1.904091347,2.26781661,1.47706861,-0.00617446,-0.04237679,0.01356426,0.11266856,-0.01493057,0.01034047
25.496,0.07280018,-1.73094604,2.172096047,-1.903190537,2.26769707,1.47715139,-0.00618527,-0.04232061,0.0135339,0.11254281,-0.01495522,0.01035432
25.504,0.07275065,-1.73128443,2.172204207,-1.902290547,2.26757733,1.47723428,-0.00619616,-0.04228082,0.01350711,0.11246092,-0.01498005,0.01036883
25.512,0.07270104,-1.73162258,2.172312167,-1.901391047,2.26745739,1.47731729,-0.00620713,-0.04225744,0.01348389,0.11242288,-0.01500509,0.01038399
25.52,0.07265134,-1.7319606,2.172419957,-1.900491667,2.26733725,1.47740043,-0.00621818,-0.04225046,0.01346425,0.11242871,-0.01503032,0.01039982
25.528,0.07260155,-1.73229863,2.172527607,-1.899592067,2.2672169,1.47748369,-0.00622931,-0.04225989,0.01344818,0.1124784,-0.01505574,0.0104163
25.536,0.07255167,-1.7326368,2.172635137,-1.898691897,2.26709635,1.47756709,-0.00624052,-0.04228571,0.01343569,0.11257196,-0.01508137,0.01043344
25.544,0.0725017,-1.73297524,2.172742587,-1.897790797,2.2669756,1.47765063,-0.00625181,-0.04232794,0.01342677,0.11270937,-0.01510719,0.01045124
25.552,0.07245164,-1.73331409,2.172849977,-1.896888427,2.26685464,1.47773431,-0.00626318,-0.04238657,0.01342142,0.11289065,-0.0151332,0.01046969
25.56,0.07240149,-1.73365347,2.172957337,-1.895984427,2.26673347,1.47781814,-0.00627464,-0.04246161,0.01341965,0.11311578,-0.01515942,0.01048881
25.568,0.07235125,-1.73399352,2.173064707,-1.895078457,2.26661209,1.47790213,-0.00628617,-0.04255304,0.01342145,0.11338478,-0.01518582,0.01050858
25.576,0.07230091,-1.73433436,2.173172097,-1.894170157,2.2664905,1.47798628,-0.00629778,-0.04266088,0.01342682,0.11369764,-0.01521243,0.01052902
25.584,0.07225048,-1.73467614,2.173279547,-1.893259177,2.26636869,1.4780706,-0.00630947,-0.04278512,0.01343577,0.11405436,-0.01523923,0.01055011
25.592,0.07219996,-1.73501897,2.173387077,-1.892345167,2.26624667,1.47815509,-0.00632124,-0.04292576,0.01344829,0.11445494,-0.01526623,0.01057185
25.6,0.07214934,-1.735363,2.173494727,-1.891427767,2.26612443,1.47823975,-0.00633369,-0.04308766,0.01346524,0.11491262,-0.01529485,0.01059528
25.608,0.0720986,-1.73570854,2.173602547,-1.890506117,2.26600191,1.47832464,-0.00635154,-0.04330915,0.01349338,0.11553181,-0.01533633,0.01062847
25.616,0.0720477,-1.73605613,2.173710657,-1.889578767,2.265879,1.47840984,-0.00637578,-0.04359842,0.01353415,0.1163349,-0.01539308,0.01067313
25.624,0.07199657,-1.7364063,2.173819127,-1.888644267,2.26575558,1.47849544,-0.00640644,-0.04395548,0.01358755,0.11732188,-0.0154651,0.01072927
25.632,0.07194518,-1.73675959,2.173928087,-1.887701127,2.26563152,1.47858154,-0.0064435,-0.04438033,0.01365359,0.11849275,-0.01555239,0.01079689
25.64,0.07189346,-1.73711656,2.174037627,-1.886747887,2.2655067,1.47866822,-0.00648696,-0.04487298,0.01373226,0.1198475,-0.01565495,0.010876
25.648,0.07184137,-1.73747774,2.174147837,-1.885783077,2.265381,1.47875558,-0.00653683,-0.04543341,0.01382356,0.12138615,-0.01577277,0.01096658
25.656,0.07178886,-1.73784368,2.174258837,-1.884805217,2.2652543,1.47884372,-0.0065931,-0.04606163,0.0139275,0.12310869,-0.01590587,0.01106864
25.664,0.07173586,-1.73821491,2.174370707,-1.883812847,2.26512647,1.47893271,-0.00665578,-0.04675765,0.01404406,0.12501512,-0.01605424,0.01118219
25.672,0.07168235,-1.73859198,2.174483577,-1.882804487,2.26499739,1.47902266,-0.00672486,-0.04752145,0.01417326,0.12710543,-0.01621788,0.01130721
25.68,0.07162825,-1.73897543,2.174597517,-1.881778667,2.26486694,1.47911366,-0.00680035,-0.04835304,0.0143151,0.12937964,-0.01639679,0.01144372
25.688,0.07157352,-1.73936581,2.174712647,-1.880733927,2.264735,1.47920579,-0.00688224,-0.04925242,0.01446956,0.13183773,-0.01659097,0.0115917
25.696,0.07151812,-1.73976365,2.174829067,-1.879668777,2.26460145,1.47929916,-0.00697054,-0.0502196,0.01463666,0.13447972,-0.01680042,0.01175117
25.704,0.07146198,-1.7401695,2.174946867,-1.878581757,2.26446615,1.47939384,-0.00706524,-0.05125456,0.01481639,0.1373056,-0.01702513,0.01192212
25.712,0.07140506,-1.74058391,2.175066157,-1.877471397,2.264329,1.47948994,-0.00716635,-0.05235731,0.01500876,0.14031536,-0.01726512,0.01210454
25.72,0.0713473,-1.7410074,2.175187037,-1.876336217,2.26418987,1.47958755,-0.00727386,-0.05352786,0.01521376,0.14350902,-0.01752038,0.01229845
25.728,0.07128866,-1.74144053,2.175309617,-1.875174757,2.26404864,1.47968675,-0.00738778,-0.05476619,0.01543139,0.14688657,-0.01779091,0.01250384
25.736,0.07122908,-1.74188384,2.175433977,-1.873985547,2.26390518,1.47978764,-0.0075081,-0.05607231,0.01566165,0.150448,-0.0180767,0.01272071
25.744,0.07116851,-1.74233787,2.175560237,-1.872767107,2.26375937,1.47989031,-0.00763483,-0.05744623,0.01590454,0.15419333,-0.01837777,0.01294905
25.752,0.0711069,-1.74280315,2.175688477,-1.871517997,2.26361109,1.47999485,-0.0077668,-0.05887672,0.01615767,0.15809258,-0.01869133,0.01318686
25.76,0.07104426,-1.74327973,2.175818717,-1.870238067,2.26346035,1.48010127,-0.00789273,-0.06025482,0.01639765,0.16185469,-0.0189904,0.01341442
25.768,0.07098064,-1.74376702,2.175950797,-1.868928877,2.2633073,1.48020944,-0.00800979,-0.06155303,0.01661859,0.1654062,-0.01926818,0.01362679
25.776,0.07091613,-1.74426437,2.176084557,-1.867592127,2.26315212,1.48031925,-0.00811796,-0.06277137,0.01682048,0.1687471,-0.01952467,0.01382395
25.784,0.07085078,-1.74477114,2.176219867,-1.866229487,2.26299497,1.48043058,-0.00821725,-0.06390981,0.01700334,0.17187739,-0.01975985,0.0140059
25.792,0.07078467,-1.74528671,2.176356567,-1.864842647,2.26283602,1.48054331,-0.00830766,-0.06496837,0.01716716,0.17479708,-0.01997375,0.01417265
25.8,0.07071788,-1.74581042,2.176494497,-1.863433297,2.26267544,1.48065731,-0.00838918,-0.06594704,0.01731194,0.17750616,-0.02016634,0.0143242
25.808,0.07065047,-1.74634165,2.176633507,-1.862003117,2.26251341,1.48077245,-0.00846183,-0.06684583,0.01743767,0.18000464,-0.02033765,0.01446055
25.816,0.07058252,-1.74687975,2.176773447,-1.860553787,2.2623501,1.48088863,-0.00852559,-0.06766473,0.01754437,0.18229251,-0.02048766,0.01458169
25.824,0.07051409,-1.74742407,2.176914167,-1.859086997,2.26218567,1.48100572,-0.00858047,-0.06840375,0.01763202,0.18436977,-0.02061637,0.01468762
25.832,0.07044525,-1.74797399,2.177055507,-1.857604427,2.26202029,1.4811236,-0.00862647,-0.06906287,0.01770063,0.18623643,-0.02072378,0.01477836
25.84,0.07037609,-1.74852887,2.177197327,-1.856107777,2.26185414,1.48124213,-0.00866359,-0.06964212,0.0177502,0.18789249,-0.02080991,0.01485388
25.848,0.07030666,-1.74908805,2.177339457,-1.854598707,2.26168739,1.48136122,-0.00869182,-0.07014148,0.01778073,0.18933794,-0.02087473,0.01491421
25.856,0.07023704,-1.74965092,2.177481767,-1.853078927,2.2615202,1.48148072,-0.00871118,-0.07056095,0.01779223,0.19057278,-0.02091827,0.01495933
25.864,0.0701673,-1.75021682,2.177624087,-1.851550107,2.26135275,1.48160053,-0.00872165,-0.07090054,0.01778467,0.19159702,-0.0209405,0.01498925
25.872,0.07009752,-1.75078511,2.177766267,-1.850013937,2.26118521,1.48172051,-0.00872324,-0.07116024,0.01775808,0.19241065,-0.02094144,0.01500396
25.88,0.07002776,-1.75135517,2.177908167,-1.848472097,2.26101775,1.48184055,-0.00871595,-0.07134005,0.01771245,0.19301367,-0.02092109,0.01500347
25.888,0.06995809,-1.75192634,2.178049617,-1.846926277,2.26085053,1.48196052,-0.00869978,-0.07143998,0.01764778,0.19340609,-0.02087944,0.01498777
25.896,0.06988858,-1.75249799,2.178190477,-1.845378167,2.26068373,1.48208031,-0.00867472,-0.07146002,0.01756406,0.19358791,-0.0208165,0.01495688
25.904,0.06981931,-1.75306949,2.178330587,-1.843829437,2.26051752,1.48219979,-0.00864172,-0.0714013,0.01746215,0.19356136,-0.0207345,0.0149121
25.912,0.0697503,-1.75364024,2.178469857,-1.842281657,2.26035195,1.48231892,-0.00861218,-0.0712774,0.01735235,0.19335384,-0.02066086,0.01486965
25.92,0.0696815,-1.75420976,2.178608217,-1.840736237,2.2601869,1.48243773,-0.00858948,-0.07109237,0.01723772,0.19297345,-0.0206037,0.01483431
25.928,0.06961285,-1.75477756,2.178745647,-1.839194547,2.26002225,1.48255628,-0.00857362,-0.0708462,0.01711824,0.19242019,-0.020563,0.01480609
25.936,0.0695443,-1.75534314,2.178882097,-1.837657967,2.25985785,1.48267464,-0.0085646,-0.0705389,0.01699393,0.19169406,-0.02053877,0.01478498
25.944,0.0694758,-1.75590602,2.179017537,-1.836127897,2.25969358,1.48279286,-0.00856241,-0.07017045,0.01686478,0.19079506,-0.02053101,0.014771
25.952,0.06940729,-1.7564657,2.179151917,-1.834605707,2.25952931,1.482911,-0.00856707,-0.06974087,0.01673079,0.18972319,-0.02053972,0.01476412
25.96,0.06933871,-1.75702171,2.179285217,-1.833092787,2.25936491,1.48302911,-0.00857857,-0.06925015,0.01659196,0.18847845,-0.02056489,0.01476437
25.968,0.06927001,-1.75757354,2.179417377,-1.831590517,2.25920023,1.48314725,-0.0085969,-0.06869829,0.0164483,0.18706085,-0.02060654,0.01477172
25.976,0.06920114,-1.75812072,2.179548377,-1.830100277,2.25903516,1.48326547,-0.00862207,-0.06808529,0.01629979,0.18547037,-0.02066465,0.0147862
25.984,0.06913204,-1.75866274,2.179678157,-1.828623447,2.25886955,1.48338385,-0.00865408,-0.06741115,0.01614645,0.18370702,-0.02073924,0.01480779
25.992,0.06906266,-1.75919913,2.179806707,-1.827161427,2.25870329,1.48350242,-0.00869294,-0.06667588,0.01598827,0.1817708,-0.02083029,0.0148365
26,0.06899294,-1.7597294,2.179933957,-1.825715577,2.25853622,1.48362125,-0.00873863,-0.06587946,0.01582526,0.17966172,-0.02093781,0.01487232
26.008,0.06892282,-1.76025304,2.180059897,-1.824287297,2.25836824,1.48374039,-0.00879116,-0.06502191,0.0156574,0.17737976,-0.02106179,0.01491526
26.016,0.06885226,-1.76076958,2.180184467,-1.822877967,2.25819919,1.48385991,-0.00885052,-0.06410322,0.01548471,0.17492494,-0.02120225,0.01496531
26.024,0.06878119,-1.76127853,2.180307637,-1.821488957,2.25802896,1.48397986,-0.00891673,-0.06312339,0.01530717,0.17229724,-0.02135918,0.01502248
26.032,0.06870957,-1.76177939,2.180429367,-1.820121667,2.2578574,1.48410029,-0.00898978,-0.06208243,0.0151248,0.16949668,-0.02153257,0.01508677
26.04,0.06863734,-1.76227169,2.180549617,-1.818777477,2.25768439,1.48422127,-0.00906966,-0.06098032,0.0149376,0.16652324,-0.02172243,0.01515817
26.048,0.06856444,-1.76275492,2.180668357,-1.817457757,2.2575098,1.48434284,-0.00915639,-0.05981708,0.01474555,0.16337694,-0.02192877,0.01523669
26.056,0.06849082,-1.7632286,2.180785537,-1.816163897,2.25733349,1.48446507,-0.00924946,-0.05859766,0.01454921,0.16007154,-0.02215038,0.01532181
26.064,0.06841645,-1.76369256,2.180901157,-1.814896397,2.25715541,1.48458798,-0.00934114,-0.05740051,0.01435716,0.15682478,-0.02236858,0.01540547
26.072,0.06834137,-1.76414714,2.181015267,-1.813654337,2.25697562,1.48471155,-0.00942876,-0.05625274,0.01417238,0.15371188,-0.02257689,0.01548488
26.08,0.06826561,-1.76459274,2.181127937,-1.812436647,2.2567942,1.48483573,-0.0095123,-0.05515433,0.01399486,0.15073285,-0.02277531,0.01556003
26.088,0.06818919,-1.76502974,2.181239207,-1.811242257,2.25661124,1.4849605,-0.00959178,-0.0541053,0.0138246,0.14788768,-0.02296385,0.01563093
26.096,0.06811215,-1.76545855,2.181349147,-1.810070087,2.25642681,1.48508581,-0.00966719,-0.05310564,0.0136616,0.14517638,-0.0231425,0.01569758
26.104,0.06803452,-1.76587956,2.181457817,-1.808919077,2.25624099,1.48521165,-0.00973853,-0.05215535,0.01350587,0.14259893,-0.02331127,0.01575998
26.112,0.06795634,-1.76629317,2.181565257,-1.807788147,2.25605385,1.48533796,-0.0098058,-0.05125443,0.0133574,0.14015535,-0.02347015,0.01581812
26.12,0.06787764,-1.76669977,2.181671547,-1.806676237,2.25586549,1.48546472,-0.009869,-0.05040288,0.01321619,0.13784563,-0.02361915,0.01587201
26.128,0.06779845,-1.76709975,2.181776737,-1.805582267,2.25567597,1.4855919,-0.00992814,-0.04960071,0.01308225,0.13566978,-0.02375826,0.01592164
26.136,0.0677188,-1.76749351,2.181880887,-1.804505167,2.25548538,1.48571946,-0.00998321,-0.04884791,0.01295556,0.13362779,-0.02388748,0.01596703
26.144,0.06763873,-1.76788145,2.181984047,-1.803443857,2.2552938,1.48584736,-0.01003421,-0.04814448,0.01283614,0.13171966,-0.02400683,0.01600816
26.152,0.06755826,-1.76826395,2.182086287,-1.802397287,2.2551013,1.48597558,-0.01008114,-0.04749042,0.01272398,0.12994539,-0.02411628,0.01604504
26.16,0.06747744,-1.76864142,2.182187647,-1.801364377,2.25490797,1.48610407,-0.010124,-0.04688573,0.01261909,0.12830499,-0.02421585,0.01607766
26.168,0.06739629,-1.76901426,2.182288207,-1.800344057,2.25471387,1.48623281,-0.0101628,-0.04633041,0.01252145,0.12679844,-0.02430554,0.01610603
26.176,0.06731485,-1.76938284,2.182388017,-1.799335247,2.2545191,1.48636176,-0.01019753,-0.04582447,0.01243108,0.12542577,-0.02438534,0.01613015
26.184,0.06723314,-1.76974758,2.182487127,-1.798336887,2.25432373,1.48649088,-0.01022819,-0.0453679,0.01234798,0.12418695,-0.02445525,0.01615002
26.192,0.06715121,-1.77010886,2.182585597,-1.797347897,2.25412785,1.48662015,-0.01025478,-0.0449607,0.01227213,0.123082,-0.02451528,0.01616564
26.2,0.06706908,-1.77046708,2.182683497,-1.796367217,2.25393152,1.48674952,-0.0102773,-0.04460287,0.01220355,0.12211091,-0.02456542,0.016177
26.208,0.06698678,-1.77082264,2.182780877,-1.795393767,2.25373482,1.48687897,-0.01029586,-0.04429334,0.01214207,0.12127083,-0.02460592,0.01618422
26.216,0.06690435,-1.77117584,2.182877777,-1.794426707,2.25353783,1.48700846,-0.01031251,-0.04400946,0.01208435,0.1205011,-0.02464187,0.01618973
26.224,0.06682178,-1.77152683,2.182974237,-1.793465627,2.25334056,1.487138,-0.01032811,-0.04374207,0.01202906,0.11977729,-0.02467532,0.0161945
26.232,0.0667391,-1.77187575,2.183070257,-1.792510157,2.25314303,1.48726757,-0.01034264,-0.04349119,0.01197618,0.1190994,-0.02470628,0.01619854
26.24,0.0666563,-1.77222273,2.183165857,-1.791559917,2.25294527,1.48739718,-0.01035611,-0.04325682,0.01192572,0.11846743,-0.02473474,0.01620183
26.248,0.0665734,-1.77256791,2.183261067,-1.790614547,2.25274728,1.4875268,-0.01036851,-0.04303895,0.01187767,0.11788137,-0.02476071,0.01620439
26.256,0.06649041,-1.7729114,2.183355907,-1.789673687,2.2525491,1.48765644,-0.01037986,-0.04283759,0.01183204,0.11734124,-0.02478418,0.01620622
26.264,0.06640733,-1.77325335,2.183450387,-1.788736967,2.25235074,1.4877861,-0.01039014,-0.04265273,0.01178883,0.11684702,-0.02480515,0.0162073
26.272,0.06632417,-1.77359389,2.183544537,-1.787804017,2.25215223,1.48791576,-0.01039936,-0.04248438,0.01174804,0.11639872,-0.02482363,0.01620765
26.28,0.06624094,-1.77393315,2.183638367,-1.786874467,2.25195357,1.48804542,-0.01040751,-0.04233253,0.01170966,0.11599634,-0.02483961,0.01620726
26.288,0.06615765,-1.77427125,2.183731897,-1.785947957,2.2517548,1.48817507,-0.01041461,-0.04219719,0.01167371,0.11563988,-0.0248531,0.01620614
26.296,0.06607431,-1.77460835,2.183825147,-1.785024107,2.25155593,1.48830472,-0.01042064,-0.04207835,0.01164017,0.11532933,-0.02486409,0.01620427
26.304,0.06599093,-1.77494455,2.183918147,-1.784102557,2.25135698,1.48843434,-0.01042561,-0.04197602,0.01160904,0.11506471,-0.02487258,0.01620167
26.312,0.06590751,-1.77528001,2.184010897,-1.783182947,2.25115797,1.48856394,-0.01042951,-0.04189019,0.01158034,0.114846,-0.02487858,0.01619834
26.32,0.06582406,-1.77561484,2.184103437,-1.782264907,2.25095893,1.48869351,-0.01043236,-0.04182087,0.01155405,0.11467322,-0.02488208,0.01619426
26.328,0.06574059,-1.77594918,2.184195777,-1.781348057,2.25075987,1.48882305,-0.01043414,-0.04176806,0.01153018,0.11454635,-0.02488309,0.01618945
26.336,0.06565711,-1.77628317,2.184287927,-1.780432037,2.25056081,1.48895254,-0.01043486,-0.04173174,0.01150872,0.1144654,-0.0248816,0.0161839
26.344,0.06557364,-1.77661694,2.184379917,-1.779516487,2.25036177,1.48908199,-0.01043451,-0.04171194,0.01148969,0.11443037,-0.02487761,0.01617761
26.352,0.06549016,-1.77695061,2.184471767,-1.778601027,2.25016277,1.48921138,-0.01043311,-0.04170864,0.01147307,0.11444125,-0.02487113,0.01617059
26.36,0.06540671,-1.77728432,2.184563497,-1.777685297,2.24996384,1.48934071,-0.01043103,-0.04172335,0.0114591,0.11450227,-0.02486308,0.01616342
26.368,0.06532323,-1.77761836,2.184655137,-1.776768487,2.24976489,1.48947005,-0.0104402,-0.04180173,0.01145475,0.11474116,-0.02488155,0.01617404
26.376,0.06523962,-1.77795337,2.184746807,-1.775848807,2.24956563,1.48959957,-0.01046622,-0.04196523,0.01146332,0.11521784,-0.02493972,0.01621087
26.384,0.06515573,-1.77829003,2.184838587,-1.774924367,2.24936574,1.48972949,-0.01050907,-0.04221383,0.01148478,0.11593232,-0.0250376,0.01627391
26.392,0.06507143,-1.77862902,2.184930597,-1.773993257,2.24916492,1.48986002,-0.01056877,-0.04254754,0.01151915,0.1168846,-0.02517517,0.01636316
26.4,0.06498659,-1.77897102,2.185022927,-1.773053577,2.24896284,1.48999137,-0.0106453,-0.04296636,0.01156643,0.11807468,-0.02535245,0.01647862
26.408,0.06490106,-1.77931671,2.185115697,-1.772103427,2.24875917,1.49012375,-0.01073868,-0.04347029,0.01162661,0.11950256,-0.02556943,0.01662028
26.416,0.06481472,-1.77966677,2.185208987,-1.771140907,2.24855362,1.49025737,-0.0108489,-0.04405932,0.01169969,0.12116823,-0.02582611,0.01678815
26.424,0.06472743,-1.78002189,2.185302927,-1.770164107,2.24834585,1.49039243,-0.01097596,-0.04473346,0.01178568,0.12307171,-0.0261225,0.01698223
26.432,0.06463906,-1.78038273,2.185397597,-1.769171127,2.24813555,1.49052915,-0.01111986,-0.0454927,0.01188458,0.12521298,-0.02645858,0.01720252
26.44,0.06454947,-1.78075,2.185493107,-1.768160057,2.24792241,1.49066774,-0.0112806,-0.04633706,0.01199638,0.12759205,-0.02683437,0.01744901
26.448,0.06445853,-1.78112435,2.185589567,-1.767129017,2.2477061,1.49080841,-0.01145818,-0.04726652,0.01212108,0.13020892,-0.02724986,0.01772172
26.456,0.06436609,-1.78150649,2.185687077,-1.766076087,2.2474863,1.49095136,-0.0116526,-0.04828108,0.01225868,0.13306359,-0.02770505,0.01802063
